run,epoch,convergence_value
0,0,3.2668354733638836
0,1,2.024177156779937
0,2,0.4260795287693555
0,3,0.03334880779061392
0,4,0.0
1,0,2.755836388870345
1,1,0.2935542640136072
1,2,0.2059912103175719
1,3,0.11121602125158693
1,4,0.05822996302256059
1,5,0.08857129364503727
1,6,0.08588285837552263
1,7,0.05392127071296933
1,8,0.08338496313951835
1,9,0.06794205112824757
1,10,0.051497752154863956
1,11,0.03727315010912261
1,12,0.016340326512184547
1,13,0.010935694674072526
1,14,0.0
2,0,2.5306218696580687
2,1,0.3066657878691035
2,2,0.19721538533939797
2,3,0.12680431232969672
2,4,0.061364022076531875
2,5,0.04051524247352919
2,6,0.04059196368005814
2,7,0.027476823823675108
2,8,0.02746735950725697
2,9,0.043407992578193486
2,10,0.015004044988346496
2,11,0.031923326856965
2,12,0.06246630499295551
2,13,0.05944330626339616
2,14,0.09227415125434243
2,15,0.04762932565880812
2,16,0.04402093948753641
2,17,0.02818266581134575
2,18,0.009963197675464991
2,19,0.010912993629208329
2,20,0.010935694674072526
2,21,0.0
3,0,3.349296642109923
3,1,0.3555038229053839
3,2,0.14905546044904613
3,3,0.10164287362554877
3,4,0.060151571784350245
3,5,0.04296305456984469
3,6,0.01436207152568226
3,7,0.014074182807833869
3,8,0.014816162412532405
3,9,0.0
4,0,3.5693007481036196
4,1,0.8694820340589137
4,2,0.2809421422416931
4,3,0.11175363114729357
4,4,0.06687635001796675
4,5,0.0247579000141117
4,6,0.010113432641475283
4,7,0.017381496745152252
4,8,0.010176915639187895
4,9,0.008881000873264426
4,10,0.007299656867224159
4,11,0.011030749932028495
4,12,0.015080440707926178
4,13,0.022050567968640328
4,14,0.0
5,0,2.0117784713915725
5,1,0.22995857725951982
5,2,0.0347354951602237
5,3,0.011228293704388282
5,4,0.0
6,0,3.1524202872163722
6,1,0.2621267445361144
6,2,0.03334880779061392
6,3,0.0
7,0,3.702886429168757
7,1,1.481463898843645
7,2,0.2038433754967085
7,3,0.03334880779061392
7,4,0.0
8,0,4.816105693119287
8,1,3.706503987590516
8,2,0.2861927619498518
8,3,0.011228293704388282
8,4,0.0
9,0,2.7553767936212052
9,1,0.30713530661371014
9,2,0.068732163747723
9,3,0.03760752152041889
9,4,0.038406631055459425
9,5,0.025551444161419586
9,6,0.010176915639187895
9,7,0.008881000873264426
9,8,0.007299656867224159
9,9,0.011030749932028495
9,10,0.015080440707926178
9,11,0.022050567968640328
9,12,0.0
10,0,3.4003721526468564
10,1,0.9553109783418512
10,2,0.055952292110530946
10,3,0.011170196976493211
10,4,0.0
11,0,2.389536827469272
11,1,0.05735202885187751
11,2,0.011170196976493211
11,3,0.0
12,0,3.0019507306176836
12,1,2.0587023703183327
12,2,0.6506669365195704
12,3,0.04553376682855429
12,4,0.012226380714531913
12,5,0.011228293704388282
12,6,0.0
13,0,3.2668354733638836
13,1,2.024177156779937
13,2,0.4260795287693555
13,3,0.03334880779061392
13,4,0.0
14,0,2.755836388870345
14,1,0.2935542640136072
14,2,0.2059912103175719
14,3,0.11121602125158693
14,4,0.05822996302256059
14,5,0.08857129364503727
14,6,0.08588285837552263
14,7,0.05392127071296933
14,8,0.08338496313951835
14,9,0.06794205112824757
14,10,0.051497752154863956
14,11,0.03727315010912261
14,12,0.016340326512184547
14,13,0.010935694674072526
14,14,0.0
15,0,2.5306218696580687
15,1,0.3066657878691035
15,2,0.19721538533939797
15,3,0.12680431232969672
15,4,0.061364022076531875
15,5,0.04051524247352919
15,6,0.04059196368005814
15,7,0.027476823823675108
15,8,0.02746735950725697
15,9,0.043407992578193486
15,10,0.015004044988346496
15,11,0.031923326856965
15,12,0.06246630499295551
15,13,0.05944330626339616
15,14,0.09227415125434243
15,15,0.04762932565880812
15,16,0.04402093948753641
15,17,0.02818266581134575
15,18,0.009963197675464991
15,19,0.010912993629208329
15,20,0.010935694674072526
15,21,0.0
16,0,3.349296642109923
16,1,0.3555038229053839
16,2,0.14905546044904613
16,3,0.10164287362554877
16,4,0.060151571784350245
16,5,0.04296305456984469
16,6,0.01436207152568226
16,7,0.014074182807833869
16,8,0.014816162412532405
16,9,0.0
17,0,3.5693007481036196
17,1,0.8694820340589137
17,2,0.2809421422416931
17,3,0.11175363114729357
17,4,0.06687635001796675
17,5,0.0247579000141117
17,6,0.010113432641475283
17,7,0.017381496745152252
17,8,0.010176915639187895
17,9,0.008881000873264426
17,10,0.007299656867224159
17,11,0.011030749932028495
17,12,0.015080440707926178
17,13,0.022050567968640328
17,14,0.0
18,0,2.0117784713915725
18,1,0.22995857725951982
18,2,0.0347354951602237
18,3,0.011228293704388282
18,4,0.0
19,0,3.1524202872163722
19,1,0.2621267445361144
19,2,0.03334880779061392
19,3,0.0
20,0,3.702886429168757
20,1,1.481463898843645
20,2,0.2038433754967085
20,3,0.03334880779061392
20,4,0.0
21,0,4.816105693119287
21,1,3.706503987590516
21,2,0.2861927619498518
21,3,0.011228293704388282
21,4,0.0
22,0,2.7553767936212052
22,1,0.30713530661371014
22,2,0.068732163747723
22,3,0.03760752152041889
22,4,0.038406631055459425
22,5,0.025551444161419586
22,6,0.010176915639187895
22,7,0.008881000873264426
22,8,0.007299656867224159
22,9,0.011030749932028495
22,10,0.015080440707926178
22,11,0.022050567968640328
22,12,0.0
23,0,3.4003721526468564
23,1,0.9553109783418512
23,2,0.055952292110530946
23,3,0.011170196976493211
23,4,0.0
24,0,2.389536827469272
24,1,0.05735202885187751
24,2,0.011170196976493211
24,3,0.0
25,0,3.0019507306176836
25,1,2.0587023703183327
25,2,0.6506669365195704
25,3,0.04553376682855429
25,4,0.012226380714531913
25,5,0.011228293704388282
25,6,0.0
26,0,3.2668354733638836
26,1,2.024177156779937
26,2,0.4260795287693555
26,3,0.03334880779061392
26,4,0.0
27,0,2.755836388870345
27,1,0.2935542640136072
27,2,0.2059912103175719
27,3,0.11121602125158693
27,4,0.05822996302256059
27,5,0.08857129364503727
27,6,0.08588285837552263
27,7,0.05392127071296933
27,8,0.08338496313951835
27,9,0.06794205112824757
27,10,0.051497752154863956
27,11,0.03727315010912261
27,12,0.016340326512184547
27,13,0.010935694674072526
27,14,0.0
28,0,2.5306218696580687
28,1,0.3066657878691035
28,2,0.19721538533939797
28,3,0.12680431232969672
28,4,0.061364022076531875
28,5,0.04051524247352919
28,6,0.04059196368005814
28,7,0.027476823823675108
28,8,0.02746735950725697
28,9,0.043407992578193486
28,10,0.015004044988346496
28,11,0.031923326856965
28,12,0.06246630499295551
28,13,0.05944330626339616
28,14,0.09227415125434243
28,15,0.04762932565880812
28,16,0.04402093948753641
28,17,0.02818266581134575
28,18,0.009963197675464991
28,19,0.010912993629208329
28,20,0.010935694674072526
28,21,0.0
29,0,3.349296642109923
29,1,0.3555038229053839
29,2,0.14905546044904613
29,3,0.10164287362554877
29,4,0.060151571784350245
29,5,0.04296305456984469
29,6,0.01436207152568226
29,7,0.014074182807833869
29,8,0.014816162412532405
29,9,0.0
30,0,3.5693007481036196
30,1,0.8694820340589137
30,2,0.2809421422416931
30,3,0.11175363114729357
30,4,0.06687635001796675
30,5,0.0247579000141117
30,6,0.010113432641475283
30,7,0.017381496745152252
30,8,0.010176915639187895
30,9,0.008881000873264426
30,10,0.007299656867224159
30,11,0.011030749932028495
30,12,0.015080440707926178
30,13,0.022050567968640328
30,14,0.0
31,0,2.0117784713915725
31,1,0.22995857725951982
31,2,0.0347354951602237
31,3,0.011228293704388282
31,4,0.0
32,0,3.1524202872163722
32,1,0.2621267445361144
32,2,0.03334880779061392
32,3,0.0
33,0,3.702886429168757
33,1,1.481463898843645
33,2,0.2038433754967085
33,3,0.03334880779061392
33,4,0.0
34,0,4.816105693119287
34,1,3.706503987590516
34,2,0.2861927619498518
34,3,0.011228293704388282
34,4,0.0
35,0,2.7553767936212052
35,1,0.30713530661371014
35,2,0.068732163747723
35,3,0.03760752152041889
35,4,0.038406631055459425
35,5,0.025551444161419586
35,6,0.010176915639187895
35,7,0.008881000873264426
35,8,0.007299656867224159
35,9,0.011030749932028495
35,10,0.015080440707926178
35,11,0.022050567968640328
35,12,0.0
36,0,3.4003721526468564
36,1,0.9553109783418512
36,2,0.055952292110530946
36,3,0.011170196976493211
36,4,0.0
37,0,2.389536827469272
37,1,0.05735202885187751
37,2,0.011170196976493211
37,3,0.0
38,0,3.0019507306176836
38,1,2.0587023703183327
38,2,0.6506669365195704
38,3,0.04553376682855429
38,4,0.012226380714531913
38,5,0.011228293704388282
38,6,0.0
39,0,3.2668354733638836
39,1,2.024177156779937
39,2,0.4260795287693555
39,3,0.03334880779061392
39,4,0.0
40,0,2.755836388870345
40,1,0.2935542640136072
40,2,0.2059912103175719
40,3,0.11121602125158693
40,4,0.05822996302256059
40,5,0.08857129364503727
40,6,0.08588285837552263
40,7,0.05392127071296933
40,8,0.08338496313951835
40,9,0.06794205112824757
40,10,0.051497752154863956
40,11,0.03727315010912261
40,12,0.016340326512184547
40,13,0.010935694674072526
40,14,0.0
41,0,2.5306218696580687
41,1,0.3066657878691035
41,2,0.19721538533939797
41,3,0.12680431232969672
41,4,0.061364022076531875
41,5,0.04051524247352919
41,6,0.04059196368005814
41,7,0.027476823823675108
41,8,0.02746735950725697
41,9,0.043407992578193486
41,10,0.015004044988346496
41,11,0.031923326856965
41,12,0.06246630499295551
41,13,0.05944330626339616
41,14,0.09227415125434243
41,15,0.04762932565880812
41,16,0.04402093948753641
41,17,0.02818266581134575
41,18,0.009963197675464991
41,19,0.010912993629208329
41,20,0.010935694674072526
41,21,0.0
42,0,3.349296642109923
42,1,0.3555038229053839
42,2,0.14905546044904613
42,3,0.10164287362554877
42,4,0.060151571784350245
42,5,0.04296305456984469
42,6,0.01436207152568226
42,7,0.014074182807833869
42,8,0.014816162412532405
42,9,0.0
43,0,3.5693007481036196
43,1,0.8694820340589137
43,2,0.2809421422416931
43,3,0.11175363114729357
43,4,0.06687635001796675
43,5,0.0247579000141117
43,6,0.010113432641475283
43,7,0.017381496745152252
43,8,0.010176915639187895
43,9,0.008881000873264426
43,10,0.007299656867224159
43,11,0.011030749932028495
43,12,0.015080440707926178
43,13,0.022050567968640328
43,14,0.0
44,0,2.0117784713915725
44,1,0.22995857725951982
44,2,0.0347354951602237
44,3,0.011228293704388282
44,4,0.0
45,0,3.1524202872163722
45,1,0.2621267445361144
45,2,0.03334880779061392
45,3,0.0
46,0,3.702886429168757
46,1,1.481463898843645
46,2,0.2038433754967085
46,3,0.03334880779061392
46,4,0.0
47,0,4.816105693119287
47,1,3.706503987590516
47,2,0.2861927619498518
47,3,0.011228293704388282
47,4,0.0
48,0,2.7553767936212052
48,1,0.30713530661371014
48,2,0.068732163747723
48,3,0.03760752152041889
48,4,0.038406631055459425
48,5,0.025551444161419586
48,6,0.010176915639187895
48,7,0.008881000873264426
48,8,0.007299656867224159
48,9,0.011030749932028495
48,10,0.015080440707926178
48,11,0.022050567968640328
48,12,0.0
49,0,3.4003721526468564
49,1,0.9553109783418512
49,2,0.055952292110530946
49,3,0.011170196976493211
49,4,0.0
50,0,2.389536827469272
50,1,0.05735202885187751
50,2,0.011170196976493211
50,3,0.0
51,0,3.0019507306176836
51,1,2.0587023703183327
51,2,0.6506669365195704
51,3,0.04553376682855429
51,4,0.012226380714531913
51,5,0.011228293704388282
51,6,0.0
52,0,3.2668354733638836
52,1,2.024177156779937
52,2,0.4260795287693555
52,3,0.03334880779061392
52,4,0.0
53,0,2.755836388870345
53,1,0.2935542640136072
53,2,0.2059912103175719
53,3,0.11121602125158693
53,4,0.05822996302256059
53,5,0.08857129364503727
53,6,0.08588285837552263
53,7,0.05392127071296933
53,8,0.08338496313951835
53,9,0.06794205112824757
53,10,0.051497752154863956
53,11,0.03727315010912261
53,12,0.016340326512184547
53,13,0.010935694674072526
53,14,0.0
54,0,2.5306218696580687
54,1,0.3066657878691035
54,2,0.19721538533939797
54,3,0.12680431232969672
54,4,0.061364022076531875
54,5,0.04051524247352919
54,6,0.04059196368005814
54,7,0.027476823823675108
54,8,0.02746735950725697
54,9,0.043407992578193486
54,10,0.015004044988346496
54,11,0.031923326856965
54,12,0.06246630499295551
54,13,0.05944330626339616
54,14,0.09227415125434243
54,15,0.04762932565880812
54,16,0.04402093948753641
54,17,0.02818266581134575
54,18,0.009963197675464991
54,19,0.010912993629208329
54,20,0.010935694674072526
54,21,0.0
55,0,3.349296642109923
55,1,0.3555038229053839
55,2,0.14905546044904613
55,3,0.10164287362554877
55,4,0.060151571784350245
55,5,0.04296305456984469
55,6,0.01436207152568226
55,7,0.014074182807833869
55,8,0.014816162412532405
55,9,0.0
56,0,3.5693007481036196
56,1,0.8694820340589137
56,2,0.2809421422416931
56,3,0.11175363114729357
56,4,0.06687635001796675
56,5,0.0247579000141117
56,6,0.010113432641475283
56,7,0.017381496745152252
56,8,0.010176915639187895
56,9,0.008881000873264426
56,10,0.007299656867224159
56,11,0.011030749932028495
56,12,0.015080440707926178
56,13,0.022050567968640328
56,14,0.0
57,0,2.0117784713915725
57,1,0.22995857725951982
57,2,0.0347354951602237
57,3,0.011228293704388282
57,4,0.0
58,0,3.1524202872163722
58,1,0.2621267445361144
58,2,0.03334880779061392
58,3,0.0
59,0,3.702886429168757
59,1,1.481463898843645
59,2,0.2038433754967085
59,3,0.03334880779061392
59,4,0.0
60,0,4.816105693119287
60,1,3.706503987590516
60,2,0.2861927619498518
60,3,0.011228293704388282
60,4,0.0
61,0,2.7553767936212052
61,1,0.30713530661371014
61,2,0.068732163747723
61,3,0.03760752152041889
61,4,0.038406631055459425
61,5,0.025551444161419586
61,6,0.010176915639187895
61,7,0.008881000873264426
61,8,0.007299656867224159
61,9,0.011030749932028495
61,10,0.015080440707926178
61,11,0.022050567968640328
61,12,0.0
62,0,3.4003721526468564
62,1,0.9553109783418512
62,2,0.055952292110530946
62,3,0.011170196976493211
62,4,0.0
63,0,2.389536827469272
63,1,0.05735202885187751
63,2,0.011170196976493211
63,3,0.0
64,0,3.0019507306176836
64,1,2.0587023703183327
64,2,0.6506669365195704
64,3,0.04553376682855429
64,4,0.012226380714531913
64,5,0.011228293704388282
64,6,0.0
65,0,3.2668354733638836
65,1,2.024177156779937
65,2,0.4260795287693555
65,3,0.03334880779061392
65,4,0.0
66,0,2.755836388870345
66,1,0.2935542640136072
66,2,0.2059912103175719
66,3,0.11121602125158693
66,4,0.05822996302256059
66,5,0.08857129364503727
66,6,0.08588285837552263
66,7,0.05392127071296933
66,8,0.08338496313951835
66,9,0.06794205112824757
66,10,0.051497752154863956
66,11,0.03727315010912261
66,12,0.016340326512184547
66,13,0.010935694674072526
66,14,0.0
67,0,2.5306218696580687
67,1,0.3066657878691035
67,2,0.19721538533939797
67,3,0.12680431232969672
67,4,0.061364022076531875
67,5,0.04051524247352919
67,6,0.04059196368005814
67,7,0.027476823823675108
67,8,0.02746735950725697
67,9,0.043407992578193486
67,10,0.015004044988346496
67,11,0.031923326856965
67,12,0.06246630499295551
67,13,0.05944330626339616
67,14,0.09227415125434243
67,15,0.04762932565880812
67,16,0.04402093948753641
67,17,0.02818266581134575
67,18,0.009963197675464991
67,19,0.010912993629208329
67,20,0.010935694674072526
67,21,0.0
68,0,3.349296642109923
68,1,0.3555038229053839
68,2,0.14905546044904613
68,3,0.10164287362554877
68,4,0.060151571784350245
68,5,0.04296305456984469
68,6,0.01436207152568226
68,7,0.014074182807833869
68,8,0.014816162412532405
68,9,0.0
69,0,3.5693007481036196
69,1,0.8694820340589137
69,2,0.2809421422416931
69,3,0.11175363114729357
69,4,0.06687635001796675
69,5,0.0247579000141117
69,6,0.010113432641475283
69,7,0.017381496745152252
69,8,0.010176915639187895
69,9,0.008881000873264426
69,10,0.007299656867224159
69,11,0.011030749932028495
69,12,0.015080440707926178
69,13,0.022050567968640328
69,14,0.0
70,0,2.0117784713915725
70,1,0.22995857725951982
70,2,0.0347354951602237
70,3,0.011228293704388282
70,4,0.0
71,0,3.1524202872163722
71,1,0.2621267445361144
71,2,0.03334880779061392
71,3,0.0
72,0,3.702886429168757
72,1,1.481463898843645
72,2,0.2038433754967085
72,3,0.03334880779061392
72,4,0.0
73,0,4.816105693119287
73,1,3.706503987590516
73,2,0.2861927619498518
73,3,0.011228293704388282
73,4,0.0
74,0,2.7553767936212052
74,1,0.30713530661371014
74,2,0.068732163747723
74,3,0.03760752152041889
74,4,0.038406631055459425
74,5,0.025551444161419586
74,6,0.010176915639187895
74,7,0.008881000873264426
74,8,0.007299656867224159
74,9,0.011030749932028495
74,10,0.015080440707926178
74,11,0.022050567968640328
74,12,0.0
75,0,3.4003721526468564
75,1,0.9553109783418512
75,2,0.055952292110530946
75,3,0.011170196976493211
75,4,0.0
76,0,2.389536827469272
76,1,0.05735202885187751
76,2,0.011170196976493211
76,3,0.0
77,0,3.0019507306176836
77,1,2.0587023703183327
77,2,0.6506669365195704
77,3,0.04553376682855429
77,4,0.012226380714531913
77,5,0.011228293704388282
77,6,0.0
78,0,3.2668354733638836
78,1,2.024177156779937
78,2,0.4260795287693555
78,3,0.03334880779061392
78,4,0.0
79,0,2.755836388870345
79,1,0.2935542640136072
79,2,0.2059912103175719
79,3,0.11121602125158693
79,4,0.05822996302256059
79,5,0.08857129364503727
79,6,0.08588285837552263
79,7,0.05392127071296933
79,8,0.08338496313951835
79,9,0.06794205112824757
79,10,0.051497752154863956
79,11,0.03727315010912261
79,12,0.016340326512184547
79,13,0.010935694674072526
79,14,0.0
80,0,2.5306218696580687
80,1,0.3066657878691035
80,2,0.19721538533939797
80,3,0.12680431232969672
80,4,0.061364022076531875
80,5,0.04051524247352919
80,6,0.04059196368005814
80,7,0.027476823823675108
80,8,0.02746735950725697
80,9,0.043407992578193486
80,10,0.015004044988346496
80,11,0.031923326856965
80,12,0.06246630499295551
80,13,0.05944330626339616
80,14,0.09227415125434243
80,15,0.04762932565880812
80,16,0.04402093948753641
80,17,0.02818266581134575
80,18,0.009963197675464991
80,19,0.010912993629208329
80,20,0.010935694674072526
80,21,0.0
81,0,3.349296642109923
81,1,0.3555038229053839
81,2,0.14905546044904613
81,3,0.10164287362554877
81,4,0.060151571784350245
81,5,0.04296305456984469
81,6,0.01436207152568226
81,7,0.014074182807833869
81,8,0.014816162412532405
81,9,0.0
82,0,3.5693007481036196
82,1,0.8694820340589137
82,2,0.2809421422416931
82,3,0.11175363114729357
82,4,0.06687635001796675
82,5,0.0247579000141117
82,6,0.010113432641475283
82,7,0.017381496745152252
82,8,0.010176915639187895
82,9,0.008881000873264426
82,10,0.007299656867224159
82,11,0.011030749932028495
82,12,0.015080440707926178
82,13,0.022050567968640328
82,14,0.0
83,0,2.0117784713915725
83,1,0.22995857725951982
83,2,0.0347354951602237
83,3,0.011228293704388282
83,4,0.0
84,0,3.1524202872163722
84,1,0.2621267445361144
84,2,0.03334880779061392
84,3,0.0
85,0,3.702886429168757
85,1,1.481463898843645
85,2,0.2038433754967085
85,3,0.03334880779061392
85,4,0.0
86,0,4.816105693119287
86,1,3.706503987590516
86,2,0.2861927619498518
86,3,0.011228293704388282
86,4,0.0
87,0,2.7553767936212052
87,1,0.30713530661371014
87,2,0.068732163747723
87,3,0.03760752152041889
87,4,0.038406631055459425
87,5,0.025551444161419586
87,6,0.010176915639187895
87,7,0.008881000873264426
87,8,0.007299656867224159
87,9,0.011030749932028495
87,10,0.015080440707926178
87,11,0.022050567968640328
87,12,0.0
88,0,3.4003721526468564
88,1,0.9553109783418512
88,2,0.055952292110530946
88,3,0.011170196976493211
88,4,0.0
89,0,2.389536827469272
89,1,0.05735202885187751
89,2,0.011170196976493211
89,3,0.0
90,0,3.0019507306176836
90,1,2.0587023703183327
90,2,0.6506669365195704
90,3,0.04553376682855429
90,4,0.012226380714531913
90,5,0.011228293704388282
90,6,0.0
91,0,3.2668354733638836
91,1,2.024177156779937
91,2,0.4260795287693555
91,3,0.03334880779061392
91,4,0.0
92,0,2.755836388870345
92,1,0.2935542640136072
92,2,0.2059912103175719
92,3,0.11121602125158693
92,4,0.05822996302256059
92,5,0.08857129364503727
92,6,0.08588285837552263
92,7,0.05392127071296933
92,8,0.08338496313951835
92,9,0.06794205112824757
92,10,0.051497752154863956
92,11,0.03727315010912261
92,12,0.016340326512184547
92,13,0.010935694674072526
92,14,0.0
93,0,2.5306218696580687
93,1,0.3066657878691035
93,2,0.19721538533939797
93,3,0.12680431232969672
93,4,0.061364022076531875
93,5,0.04051524247352919
93,6,0.04059196368005814
93,7,0.027476823823675108
93,8,0.02746735950725697
93,9,0.043407992578193486
93,10,0.015004044988346496
93,11,0.031923326856965
93,12,0.06246630499295551
93,13,0.05944330626339616
93,14,0.09227415125434243
93,15,0.04762932565880812
93,16,0.04402093948753641
93,17,0.02818266581134575
93,18,0.009963197675464991
93,19,0.010912993629208329
93,20,0.010935694674072526
93,21,0.0
94,0,3.349296642109923
94,1,0.3555038229053839
94,2,0.14905546044904613
94,3,0.10164287362554877
94,4,0.060151571784350245
94,5,0.04296305456984469
94,6,0.01436207152568226
94,7,0.014074182807833869
94,8,0.014816162412532405
94,9,0.0
95,0,3.5693007481036196
95,1,0.8694820340589137
95,2,0.2809421422416931
95,3,0.11175363114729357
95,4,0.06687635001796675
95,5,0.0247579000141117
95,6,0.010113432641475283
95,7,0.017381496745152252
95,8,0.010176915639187895
95,9,0.008881000873264426
95,10,0.007299656867224159
95,11,0.011030749932028495
95,12,0.015080440707926178
95,13,0.022050567968640328
95,14,0.0
96,0,2.0117784713915725
96,1,0.22995857725951982
96,2,0.0347354951602237
96,3,0.011228293704388282
96,4,0.0
97,0,3.1524202872163722
97,1,0.2621267445361144
97,2,0.03334880779061392
97,3,0.0
98,0,3.702886429168757
98,1,1.481463898843645
98,2,0.2038433754967085
98,3,0.03334880779061392
98,4,0.0
99,0,4.816105693119287
99,1,3.706503987590516
99,2,0.2861927619498518
99,3,0.011228293704388282
99,4,0.0
